55.002,73.391,113.73,232.27,204.87,-201.56
58.463,94.469,118.67,135.79,214.58,-14.504
65.399,90.683,115.47,144.5,202.03,-40.713
57.461,79.23,119.05,197.84,232.96,-103.2
67.743,89.741,125.52,173.77,235.16,-56.289
53.76,138.37,112.61,116.61,212.71,98.39
57.641,73.77,110.08,235.2,227.6,-176.22
55.533,74.484,117.79,315.37,217.43,-408.25
54.678,72.042,110.39,210.57,202.49,-151.94
57.05,73.825,111.34,392.01,234.21,-637.9
55.631,93.052,115.02,121.65,203.87,0.30306
61.553,78.284,114.86,271.25,223.13,-276.61
62.015,150.59,116.01,123.74,221.28,110.7
61.206,82.21,131.87,206,211.25,-138.21
62.108,115.97,125.44,131.54,229.19,16.457
62.709,81.034,120.81,174.67,233.99,-64.174
60.505,93.114,132.27,163.86,214.48,-59.721
60.888,78.943,122.51,206.82,226.69,-118.24
55.172,100.4,129.61,137.28,237.8,-13.403
62.204,102.93,120.88,138.47,224.74,-8.9382
56.335,134.16,116.17,119.39,236.06,71.601
54.336,98.658,111.83,124.53,198.42,2.3861
61.373,90.465,108.3,133.85,212.27,-19.176
55.378,71.226,126.05,285.17,204.43,-359.55
58.992,95.617,121.38,137.75,237.42,-19.341
55.631,76.764,122.97,259.09,227.23,-226.48
58.207,80.348,125.5,207.61,229.44,-127.94
59.01,146.13,131.5,114.07,206.25,91.443
57.648,96.885,117.57,142.58,233.89,-14.134
62.274,80.863,116.75,271.43,210.67,-294.02
54.855,84.532,119.08,146.25,214.68,-41.253
64.105,85.281,122.81,225.72,234.32,-153.81
62.287,84.215,109.82,157.12,225.82,-46.734
62.481,86.998,110.36,194.9,238.79,-91.159
61.93,87.032,110.62,151.85,240.29,-36.867
58.068,74.385,128.16,203.82,225.85,-124.73
60.092,84.687,116.95,153.72,214.35,-48.191
58.289,88.916,123.45,149.74,212.77,-41.629
62.215,85.525,130.04,198.51,198.94,-125.95
58.615,158.53,129.37,116.21,200.7,130.72
55.446,121.5,128.21,110.33,199.89,37.986
60.54,115.73,110.93,110.93,199.8,46.659
59.287,122.15,118.92,119.14,201.35,41.89
61.776,82.778,121.16,165.94,216.92,-60.142
58.229,109.01,111.83,125.62,227.34,18.653
54.304,111.27,112.4,125.28,213.12,23.961
63.364,77.656,107.94,195.83,195.77,-117.35
54.512,135.27,108.69,131.22,231.87,83.544
65.083,80.788,128.41,344.31,213.8,-509.65
57.178,77.494,127.85,277.57,201.54,-345.45
60.837,115.53,115.63,120.59,215.4,25.838
59.292,78.203,132.06,305.54,241.8,-331.53
64.414,112.31,123.87,131.25,224.94,9.3863
62.808,93.398,131.61,151.29,226.52,-32.806
62.786,80.521,125.09,316.59,229.64,-363.62
61.688,79.961,127.09,225.56,227.33,-150.43
59.764,93.446,115.43,135.96,214.28,-21.239
60.526,98.904,131.01,146.07,220.1,-22.739
60.26,82.914,121.15,168.94,208.03,-75.97
55.8,76.558,111.67,175.29,240.08,-69.257
55.536,72.414,111.17,318.88,240.9,-373.36
58.383,98.209,118.44,130.8,202.69,-9.5593
60.364,77.875,130.41,279.21,231.3,-273.6
61.499,93.868,117.06,130.68,206.99,-17.079
65.656,110.18,112.43,126.32,216.59,18.181
