55.002,73.391,113.73,232.27,204.87,57.494,106.2,31.182,51.046,117.02,206.3,50.137,78.799
58.463,94.469,118.67,135.79,214.58,57.364,97.254,30.23,52.066,119.54,216.11,49.458,78.729
65.399,90.683,115.47,144.5,202.03,63.525,107.12,29.321,50.579,116.82,202.28,53.199,75.373
57.461,79.23,119.05,197.84,232.96,58.804,105.34,28.814,48.153,119.73,233.79,54.84,78.251
67.743,89.741,125.52,173.77,235.16,65.535,104.31,27.841,52.533,127.79,231.9,52.491,78.719
53.76,138.37,112.61,116.61,212.71,54.292,93.702,27.802,45.494,115.56,211.88,54.195,80.427
57.641,73.77,110.08,235.2,227.6,60.797,94.773,31.732,47.641,108.47,228.94,48.368,75.518
55.533,74.484,117.79,315.37,217.43,56.011,95.954,28.697,54.594,118.75,218.77,52.451,82.294
54.678,72.042,110.39,210.57,202.49,56.476,94.174,31.878,49.043,111.02,201.95,54.465,73.32
57.05,73.825,111.34,392.01,234.21,59.883,93.31,29.387,49.403,112.38,232.46,50.216,81.044
55.631,93.052,115.02,121.65,203.87,58.551,108.42,28.028,48.313,111.17,206.57,49.945,82.404
61.553,78.284,114.86,271.25,223.13,63.485,107.06,29.555,46.178,114.34,220.97,54.158,76.356
62.015,150.59,116.01,123.74,221.28,63.092,91.436,27.082,52.481,119.56,219.84,54.516,84.634
61.206,82.21,131.87,206,211.25,63.019,98.333,30.605,45.988,130.25,208.78,46.337,73.126
62.108,115.97,125.44,131.54,229.19,61.957,97.802,28.77,45.62,123.44,230.17,45.824,76.499
62.709,81.034,120.81,174.67,233.99,64.309,109.95,28.164,54.742,120.85,234.04,49.37,77.478
60.505,93.114,132.27,163.86,214.48,61.659,95.557,32.691,54.048,131.15,213.09,54.146,73.189
60.888,78.943,122.51,206.82,226.69,59.299,100.46,31.851,52.064,120.32,229.09,47.318,86.823
55.172,100.4,129.61,137.28,237.8,55.603,109.29,31.119,48.511,131.32,236.51,54.679,78.422
62.204,102.93,120.88,138.47,224.74,61.673,94.431,32.68,50.01,121.1,219.42,54.794,73.85
56.335,134.16,116.17,119.39,236.06,56.078,104.06,28.797,48.976,117.48,236.64,50.971,73.308
54.336,98.658,111.83,124.53,198.42,54.364,90.221,32.962,46.003,112.9,200.86,50.698,75.838
61.373,90.465,108.3,133.85,212.27,61.111,107.87,27.612,54.876,108.13,209.23,53.445,86.639
55.378,71.226,126.05,285.17,204.43,54.115,99.306,31.853,46.236,125.84,203.98,48.656,76.346
58.992,95.617,121.38,137.75,237.42,58.607,108.22,32.697,49.905,118.37,234.5,46.761,82.993
55.631,76.764,122.97,259.09,227.23,56.347,98.271,29.483,49.749,121.51,228.96,51.806,78.767
58.207,80.348,125.5,207.61,229.44,57.053,100.98,32.537,52.907,125.87,234.84,52.004,84.6
59.01,146.13,131.5,114.07,206.25,57.741,103.09,30.229,49.773,125.8,204.31,51.73,85.752
57.648,96.885,117.57,142.58,233.89,54.86,98.081,32.308,53.133,118.7,230.32,48.784,81.233
62.274,80.863,116.75,271.43,210.67,62.25,95.007,30.465,49.86,118.95,208.78,48.458,82.79
54.855,84.532,119.08,146.25,214.68,55.103,95.097,28.103,51.798,119.32,213.15,46.648,78.048
64.105,85.281,122.81,225.72,234.32,65.976,105.95,30.587,54.18,118.71,235.48,49.374,77.931
62.287,84.215,109.82,157.12,225.82,59.61,97.752,32.561,49.914,108.79,222.01,50.818,81.612
62.481,86.998,110.36,194.9,238.79,63.542,90.269,28.775,50.954,110.11,240.87,51.668,79.656
61.93,87.032,110.62,151.85,240.29,63.068,103.52,31.114,48.493,109.69,238.27,50.272,78.903
58.068,74.385,128.16,203.82,225.85,58.307,106.13,27.196,50.704,124.97,225.7,50.273,84.171
60.092,84.687,116.95,153.72,214.35,58.215,99.034,32.195,54.465,113.6,211.02,45.178,83.817
58.289,88.916,123.45,149.74,212.77,58.591,100.32,29.908,52.166,125.7,212.83,45.902,82.506
62.215,85.525,130.04,198.51,198.94,64.564,105.59,27.302,51.408,128.44,201.25,47.63,76.393
58.615,158.53,129.37,116.21,200.7,61.33,96.043,29.604,48.153,125.71,200.67,50.487,84.305
55.446,121.5,128.21,110.33,199.89,54.457,107.93,31.179,51.343,127.78,200.15,45.049,81.797
60.54,115.73,110.93,110.93,199.8,56.514,109.77,31.68,49.873,110.97,199.77,48.424,78.34
59.287,122.15,118.92,119.14,201.35,62.574,103.09,31.106,49.992,116.17,201.6,53.714,83.487
61.776,82.778,121.16,165.94,216.92,61.438,102.37,27.628,53.459,122.29,217.82,51.262,77.406
58.229,109.01,111.83,125.62,227.34,59.62,105.64,32.15,46.544,114.02,224.7,53.098,86.549
54.304,111.27,112.4,125.28,213.12,56.664,94.636,32.594,48.055,111.47,214.81,45.751,76.076
63.364,77.656,107.94,195.83,195.77,64.225,109.56,29.184,48.558,112.45,198.41,52.713,78.959
54.512,135.27,108.69,131.22,231.87,56.156,90.085,30.513,48.612,109.09,236.92,48.225,86.621
65.083,80.788,128.41,344.31,213.8,65.487,103.52,28.087,47.294,127.31,213.83,50.64,74.978
57.178,77.494,127.85,277.57,201.54,56.511,90.148,27.591,47.296,128.03,200.93,52.303,82.967
60.837,115.53,115.63,120.59,215.4,59.31,97.171,32.654,46.829,116.01,213.65,45.65,78.119
59.292,78.203,132.06,305.54,241.8,59.061,91.116,30.35,48.252,131.32,239.77,48.343,80.903
64.414,112.31,123.87,131.25,224.94,64.143,104.21,32.31,48.757,123.59,226.99,51.047,82.167
62.808,93.398,131.61,151.29,226.52,62.205,104.53,32.022,49.15,129.67,227.11,51.455,73.012
62.786,80.521,125.09,316.59,229.64,62.798,90.13,30.312,47.857,126.99,231.22,54.669,86.108
61.688,79.961,127.09,225.56,227.33,63.511,105.21,28.224,46.665,126.59,229.53,49.79,78.295
59.764,93.446,115.43,135.96,214.28,62.852,104.52,28.666,49.79,116.55,212.71,48.387,73.881
60.526,98.904,131.01,146.07,220.1,64.503,102.13,27.411,49.624,130.6,220.89,46.383,85.186
60.26,82.914,121.15,168.94,208.03,59.029,92.986,30.679,45.43,120.97,208.73,47.736,82.864
55.8,76.558,111.67,175.29,240.08,54.895,95.859,30.637,47.15,108.17,239.07,46.325,78.965
55.536,72.414,111.17,318.88,240.9,57.81,93.769,32.788,47.621,108.61,241.24,52.297,79.066
58.383,98.209,118.44,130.8,202.69,56.223,95.032,30.301,47.276,117.82,202.07,54.359,81.886
60.364,77.875,130.41,279.21,231.3,60.429,105.54,28.764,46.408,131.2,231.49,49.391,86.744
61.499,93.868,117.06,130.68,206.99,61.463,106.19,32.394,46.458,119.42,205.58,49.508,72.057
65.656,110.18,112.43,126.32,216.59,65.243,101.6,31.478,48.234,111.45,219.27,48.257,83.55
61.855,155.28,122.26,113.81,199.93,63.302,109.88,28.323,49.534,121.38,202.81,47.476,83.005
60.508,75.931,123.69,265.44,206.34,59.768,109.37,29.169,53.871,121.01,206.29,52.488,81.129
58.999,74.632,134.86,246.35,232.65,60.335,104.59,31.312,46.674,131.17,231.32,45.771,83.231
56.637,86.323,136.22,187.07,236.5,59.108,100.03,30.745,47.015,131.01,238.7,53.517,85.556
56.317,113.55,116.2,125.53,219.69,55.576,105.07,29.866,53.546,115.38,220.72,48.19,82.143
59.899,155.94,129.3,113.4,206.88,58.029,107.27,31.988,49.198,131.54,205.08,49.196,87.749
56.595,76.241,119.83,184.65,214.62,55.593,93.334,30.773,51.174,121.19,212.98,51.233,72.852
58.895,77.475,114.77,191.23,219.98,58.607,106.07,32.511,46.181,112.48,221.18,51.021,77.849
57.322,116.5,107.55,123.44,201.42,57.492,90.349,27.876,54.067,110.56,200.8,46.338,82.934
63.167,130.76,119.14,120.17,230.1,59.383,103.58,31.796,53.862,117.54,231,53.267,75.688
62.201,74.919,117.46,197.28,201.28,60.903,108.56,31.032,52.843,116.63,201.48,54.146,84.614
61.484,77.79,110.25,249.61,216.43,63.981,105.2,31.966,50.362,110.74,219.42,51.498,84.882
62.572,147.14,116.05,127.49,232.92,64.337,105.17,32.881,52.071,116.18,232.71,49.939,83.967
61.402,84.479,125.34,208.49,240.42,63.808,97.422,29.986,49.578,123.1,237.93,50.702,87.361
54.442,66.768,109.37,355.16,205.47,55.67,104.11,27.672,54.081,110.48,206.21,47.439,81.78
52.891,67.048,113.78,312.09,208.84,54.497,104.51,29.165,54.479,113.72,207.41,48.357,82.693
55.946,119.2,114.55,121.28,233.94,56.733,108.56,31.385,45.069,109.79,232.74,47.022,81.362
54.337,75.659,126.55,306.92,233.58,56.939,99.652,30.9,51.501,125.9,235.08,48.328,77.176
53.277,77.801,132.84,173.85,205.63,54.442,92.41,28.788,54.353,129.05,204.34,48.035,75.476
57.406,80.928,118.53,156.1,204.07,58.384,96.018,31.713,48.783,119.65,206.26,46.516,78.215
57.51,163.7,130.4,121.43,236.19,56.901,109.03,31.764,54.272,128.78,235.4,52.439,81.121
55.741,85.112,124.26,155.29,204.56,57.902,90.84,32.217,52.217,125.2,207.59,47.55,74.37
62.387,100.24,126.45,144.4,222.81,63.208,94.525,27.345,48.853,127.02,221.82,49.571,84.195
67.408,93.68,129.73,151.19,222.9,65.889,108.46,29.433,48.612,126.61,225.03,52.385,82.205
57.606,90.792,125.1,165.89,234.15,55.541,91.976,28.51,49.165,121.69,233.12,54.66,80.942
61.29,76.856,114.11,250.43,221.64,60.453,105.49,30.668,47.648,117.46,222.01,46.633,86.784
61.901,78.552,118.43,176.45,232.91,58.733,97.692,31.906,54.113,115.73,230.98,50.67,74.293
