55.002,96.745,67.727,152.67,98.608,30.818,47.654,57.494,106.2,31.182,51.046,117.02,206.3,50.137,78.799
58.463,122.13,80.366,112.89,89.801,26.246,46.951,57.364,97.254,30.23,52.066,119.54,216.11,49.458,78.729
65.399,119.89,74.857,117.45,105.78,28.183,55.347,63.525,107.12,29.321,50.579,116.82,202.28,53.199,75.373
57.461,116.37,69.298,139.52,101,24.623,44.852,58.804,105.34,28.814,48.153,119.73,233.79,54.84,78.251
67.743,127.45,76.965,137.77,121.31,31.56,51.993,65.535,104.31,27.841,52.533,127.79,231.9,52.491,78.719
53.76,114.81,94.876,93.668,97.605,28.067,44.263,54.292,93.702,27.802,45.494,115.56,211.88,54.195,80.427
57.641,106.73,75.207,157.4,88.403,35.122,46.05,60.797,94.773,31.732,47.641,108.47,228.94,48.368,75.518
55.533,89.675,65.794,190.45,89.487,26.493,64.121,56.011,95.954,28.697,54.594,118.75,218.77,52.451,82.294
54.678,99.437,68.374,144.88,96.716,33.173,46.991,56.476,94.174,31.878,49.043,111.02,201.95,54.465,73.32
57.05,76.682,69.143,226.28,101.44,31.095,52.829,59.883,93.31,29.387,49.403,112.38,232.46,50.216,81.044
55.631,112.28,82.913,100.01,93.771,24.799,50.708,58.551,108.42,28.028,48.313,111.17,206.57,49.945,82.404
61.553,97.515,72.428,171.25,118.62,23.08,44.703,63.485,107.06,29.555,46.178,114.34,220.97,54.158,76.356
62.015,129.15,103.73,103.95,98.035,24.396,49.622,63.092,91.436,27.082,52.481,119.56,219.84,54.516,84.634
61.206,108.51,82.337,141.97,110.45,31.122,40.459,63.019,98.333,30.605,45.988,130.25,208.78,46.337,73.126
62.108,129.6,94.183,108.8,93.016,26.768,51.64,61.957,97.802,28.77,45.62,123.44,230.17,45.824,76.499
62.709,119.93,77.174,139.43,109.65,28.77,54.432,64.309,109.95,28.164,54.742,120.85,234.04,49.37,77.478
60.505,125.49,82.797,130.55,102.21,32.909,50.528,61.659,95.557,32.691,54.048,131.15,213.09,54.146,73.189
60.888,118.35,79.057,142.81,88.391,31.256,44.823,59.299,100.46,31.851,52.064,120.32,229.09,47.318,86.823
55.172,126.92,79.006,110.57,116.35,30,60.867,55.603,109.29,31.119,48.511,131.32,236.51,54.679,78.422
62.204,127.91,85.388,118.11,119.56,28.546,50.448,61.673,94.431,32.68,50.01,121.1,219.42,54.794,73.85
56.335,123.57,94.353,108.3,101.05,29.699,52.707,56.078,104.06,28.797,48.976,117.48,236.64,50.971,73.308
54.336,116.46,80.581,100.8,79.206,35.39,48.668,54.364,90.221,32.962,46.003,112.9,200.86,50.698,75.838
61.373,121.6,75.577,110.89,124.26,25.449,50.975,61.111,107.87,27.612,54.876,108.13,209.23,53.445,86.639
55.378,84.038,71.925,171.49,101.54,31.018,43.737,54.115,99.306,31.853,46.236,125.84,203.98,48.656,76.346
58.992,128.75,85.729,108.88,124.02,29.227,39.001,58.607,108.22,32.697,49.905,118.37,234.5,46.761,82.993
55.631,106.2,70.758,167.5,89.75,28.969,42.629,56.347,98.271,29.483,49.749,121.51,228.96,51.806,78.767
58.207,119.94,74.736,141.05,73.718,33.372,48.318,57.053,100.98,32.537,52.907,125.87,234.84,52.004,84.6
59.01,117.48,109.28,94.364,113.05,34.166,42.067,57.741,103.09,30.229,49.773,125.8,204.31,51.73,85.752
57.648,128.34,80.993,116.99,115.58,34.779,46.183,54.86,98.081,32.308,53.133,118.7,230.32,48.784,81.233
62.274,99.393,73.337,170.81,103.98,30.585,59.152,62.25,95.007,30.465,49.86,118.95,208.78,48.458,82.79
54.855,119.97,74.388,115.23,102.38,33.697,49.255,55.103,95.097,28.103,51.798,119.32,213.15,46.648,78.048
64.105,119.32,82.453,158.18,99.775,33.613,50.5,65.976,105.95,30.587,54.18,118.71,235.48,49.374,77.931
62.287,123.78,77.07,119.99,116.38,38.296,54.457,59.61,97.752,32.561,49.914,108.79,222.01,50.818,81.612
62.481,134.09,75.333,142.27,80.853,30.903,57.752,63.542,90.269,28.775,50.954,110.11,240.87,51.668,79.656
61.93,127.74,79.243,119.17,113.94,32.618,54.861,63.068,103.52,31.114,48.493,109.69,238.27,50.272,78.903
58.068,109.61,73.411,138.65,106.94,24.57,49.308,58.307,106.13,27.196,50.704,124.97,225.7,50.273,84.171
60.092,122.02,81.413,119.92,115.52,29.582,53.175,58.215,99.034,32.195,54.465,113.6,211.02,45.178,83.817
58.289,122.64,78.006,116.49,100.01,34.864,48.613,58.591,100.32,29.908,52.166,125.7,212.83,45.902,82.506
62.215,110.84,78.465,142.04,93.398,33.62,54.548,64.564,105.59,27.302,51.408,128.44,201.25,47.63,76.393
58.615,116.16,115.68,96.275,96.166,31.515,45.434,61.33,96.043,29.604,48.153,125.71,200.67,50.487,84.305
55.446,113.71,94.714,94.729,106.51,32.992,52.223,54.457,107.93,31.179,51.343,127.78,200.15,45.049,81.797
60.54,108.9,89.658,98.922,109.95,27.489,46.428,56.514,109.77,31.68,49.873,110.97,199.77,48.424,78.34
59.287,119.44,96.402,101.37,101.8,31.267,49.372,62.574,103.09,31.106,49.992,116.17,201.6,53.714,83.487
61.776,118.47,73.646,130.81,97.746,25.071,46.192,61.438,102.37,27.628,53.459,122.29,217.82,51.262,77.406
58.229,123.19,85.166,97.022,119.59,35.033,50.601,59.62,105.64,32.15,46.544,114.02,224.7,53.098,86.549
54.304,122.24,89.127,106.79,86.643,26.383,49.578,56.664,94.636,32.594,48.055,111.47,214.81,45.751,76.076
63.364,102.7,68.555,139.36,95.094,26.693,50.968,64.225,109.56,29.184,48.558,112.45,198.41,52.713,78.959
54.512,133.53,96.531,101.19,67.304,25.743,41.103,56.156,90.085,30.513,48.612,109.09,236.92,48.225,86.621
65.083,84.779,76.567,207.59,103.37,28.448,54.704,65.487,103.52,28.087,47.294,127.31,213.83,50.64,74.978
57.178,91.746,67.849,167.1,92.913,24.124,45.427,56.511,90.148,27.591,47.296,128.03,200.93,52.303,82.967
60.837,123.28,91.278,100.02,105.68,34.533,53.93,59.31,97.171,32.654,46.829,116.01,213.65,45.65,78.119
59.292,103.55,77.126,187.11,100.33,28.341,48.733,59.061,91.116,30.35,48.252,131.32,239.77,48.343,80.903
64.414,129.08,92.525,107.75,93.553,29.44,44.65,64.143,104.21,32.31,48.757,123.59,226.99,51.047,82.167
62.808,124.65,85.435,124.95,101.47,33.362,53.364,62.205,104.53,32.022,49.15,129.67,227.11,51.455,73.012
62.786,100.82,73.269,194.2,83.031,30.305,50.698,62.798,90.13,30.312,47.857,126.99,231.22,54.669,86.108
61.688,110.89,76.142,152.8,93.65,22.394,41.874,63.511,105.21,28.224,46.665,126.59,229.53,49.79,78.295
59.764,122.13,78.829,116.45,112.75,35.18,55.56,62.852,104.52,28.666,49.79,116.55,212.71,48.387,73.881
60.526,128.52,86.292,114.96,98.087,29.131,44.462,64.503,102.13,27.411,49.624,130.6,220.89,46.383,85.186
60.26,117.32,77.264,116.86,89.721,32.087,41.005,59.029,92.986,30.679,45.43,120.97,208.73,47.736,82.864
55.8,122.13,75.167,126.29,100.68,34.909,44.328,54.895,95.859,30.637,47.15,108.17,239.07,46.325,78.965
55.536,94.948,72.668,192.08,92.193,34.376,47.877,57.81,93.769,32.788,47.621,108.61,241.24,52.297,79.066
58.383,120.54,79.406,102.23,97.972,32.49,43.348,56.223,95.032,30.301,47.276,117.82,202.07,54.359,81.886
60.364,102.08,73.217,172.26,104.52,26.469,44.71,60.429,105.54,28.764,46.408,131.2,231.49,49.391,86.744
61.499,117.61,79.716,110.48,113.68,38.731,43.041,61.463,106.19,32.394,46.458,119.42,205.58,49.508,72.057
65.656,125.53,91.862,103.66,87.987,34.091,49.466,65.243,101.6,31.478,48.234,111.45,219.27,48.257,83.55
61.855,110.46,112.47,99.651,94.064,28.362,45.032,63.302,109.88,28.323,49.534,121.38,202.81,47.476,83.005
60.508,93.293,72.765,169.41,109.63,33.818,56.6,59.768,109.37,29.169,53.871,121.01,206.29,52.488,81.129
58.999,103.66,82.959,156.37,111.56,31.261,41.322,60.335,104.59,31.312,46.674,131.17,231.32,45.771,83.231
56.637,126.83,82.307,128.84,89.038,32.613,45.255,59.108,100.03,30.745,47.015,131.01,238.7,53.517,85.556
56.317,122.97,88.099,109.03,99.632,29.326,51.626,55.576,105.07,29.866,53.546,115.38,220.72,48.19,82.143
59.899,117.04,107.56,92.571,116.9,30.659,45.615,58.029,107.27,31.988,49.198,131.54,205.08,49.196,87.749
