55.002,73.391,113.73,232.27,204.87,93.447
58.463,94.469,118.67,135.79,214.58,127.63
65.399,90.683,115.47,144.5,202.03,113.85
57.461,79.23,119.05,197.84,232.96,113.58
67.743,89.741,125.52,173.77,235.16,129.41
53.76,138.37,112.61,116.61,212.71,113.86
57.641,73.77,110.08,235.2,227.6,108.57
55.533,74.484,117.79,315.37,217.43,88.66
54.678,72.042,110.39,210.57,202.49,99.423
57.05,73.825,111.34,392.01,234.21,75.106
55.631,93.052,115.02,121.65,203.87,110.33
61.553,78.284,114.86,271.25,223.13,97.725
62.015,150.59,116.01,123.74,221.28,133.01
61.206,82.21,131.87,206,211.25,112.55
62.108,115.97,125.44,131.54,229.19,127.96
62.709,81.034,120.81,174.67,233.99,122.08
60.505,93.114,132.27,163.86,214.48,127.1
60.888,78.943,122.51,206.82,226.69,120.22
55.172,100.4,129.61,137.28,237.8,124.89
62.204,102.93,120.88,138.47,224.74,126.36
56.335,134.16,116.17,119.39,236.06,119.94
54.336,98.658,111.83,124.53,198.42,119.39
61.373,90.465,108.3,133.85,212.27,122.98
55.378,71.226,126.05,285.17,204.43,85.375
58.992,95.617,121.38,137.75,237.42,121.63
55.631,76.764,122.97,259.09,227.23,105.12
58.207,80.348,125.5,207.61,229.44,122.81
59.01,146.13,131.5,114.07,206.25,116.89
57.648,96.885,117.57,142.58,233.89,125.98
62.274,80.863,116.75,271.43,210.67,95.112
54.855,84.532,119.08,146.25,214.68,120.23
64.105,85.281,122.81,225.72,234.32,116.49
62.287,84.215,109.82,157.12,225.82,120.28
62.481,86.998,110.36,194.9,238.79,130.92
61.93,87.032,110.62,151.85,240.29,125.72
58.068,74.385,128.16,203.82,225.85,108.79
60.092,84.687,116.95,153.72,214.35,116.88
58.289,88.916,123.45,149.74,212.77,123.38
62.215,85.525,130.04,198.51,198.94,104.69
58.615,158.53,129.37,116.21,200.7,117.65
55.446,121.5,128.21,110.33,199.89,111.63
60.54,115.73,110.93,110.93,199.8,110.64
59.287,122.15,118.92,119.14,201.35,121
61.776,82.778,121.16,165.94,216.92,121.1
58.229,109.01,111.83,125.62,227.34,122.4
54.304,111.27,112.4,125.28,213.12,122.4
63.364,77.656,107.94,195.83,195.77,103.7
54.512,135.27,108.69,131.22,231.87,137.35
65.083,80.788,128.41,344.31,213.8,81.573
57.178,77.494,127.85,277.57,201.54,89.587
60.837,115.53,115.63,120.59,215.4,124.26
59.292,78.203,132.06,305.54,241.8,104.79
64.414,112.31,123.87,131.25,224.94,129.93
62.808,93.398,131.61,151.29,226.52,123.33
62.786,80.521,125.09,316.59,229.64,103.68
61.688,79.961,127.09,225.56,227.33,110.11
59.764,93.446,115.43,135.96,214.28,118.73
60.526,98.904,131.01,146.07,220.1,134
60.26,82.914,121.15,168.94,208.03,118.7
55.8,76.558,111.67,175.29,240.08,125.69
55.536,72.414,111.17,318.88,240.9,94.239
58.383,98.209,118.44,130.8,202.69,121.01
60.364,77.875,130.41,279.21,231.3,101.1
61.499,93.868,117.06,130.68,206.99,117
65.656,110.18,112.43,126.32,216.59,127.03
61.855,155.28,122.26,113.81,199.93,115.48
60.508,75.931,123.69,265.44,206.34,88.974
58.999,74.632,134.86,246.35,232.65,108.31
56.637,86.323,136.22,187.07,236.5,127.81
56.317,113.55,116.2,125.53,219.69,119.33
59.899,155.94,129.3,113.4,206.88,119.74
56.595,76.241,119.83,184.65,214.62,113.56
58.895,77.475,114.77,191.23,219.98,111.87
57.322,116.5,107.55,123.44,201.42,121.71
63.167,130.76,119.14,120.17,230.1,128.25
62.201,74.919,117.46,197.28,201.28,104.64
61.484,77.79,110.25,249.61,216.43,99.138
62.572,147.14,116.05,127.49,232.92,127.57
61.402,84.479,125.34,208.49,240.42,125.98
54.442,66.768,109.37,355.16,205.47,68.049
52.891,67.048,113.78,312.09,208.84,81.542
55.946,119.2,114.55,121.28,233.94,121.77
54.337,75.659,126.55,306.92,233.58,95.94
53.277,77.801,132.84,173.85,205.63,113.37
57.406,80.928,118.53,156.1,204.07,116.69
57.51,163.7,130.4,121.43,236.19,125.98
55.741,85.112,124.26,155.29,204.56,117.97
62.387,100.24,126.45,144.4,222.81,131.39
67.408,93.68,129.73,151.19,222.9,125.48
57.606,90.792,125.1,165.89,234.15,133.43
61.29,76.856,114.11,250.43,221.64,101.29
61.901,78.552,118.43,176.45,232.91,119.23
60.528,78.158,127.78,385.68,229.7,83.436
56.109,104.56,119.42,135.4,212.06,129.59
66.016,94.404,114.97,147.22,215.57,124.96
66.59,76.367,110.99,234.94,214.74,101.16
61.911,93.012,119.72,137.69,228.99,124.03
56.042,184.85,125.71,119.01,218.63,118.35
57.207,137.21,110.11,120.41,209.14,118.13
63.486,123.94,110.05,126.89,211.32,126.02
61.904,92.841,129.4,159.33,216.3,128.98
50.326,68.62,114.82,339,228.06,83.141
56.187,82.594,127.34,192.43,213.91,119.47
53.171,75.431,107.33,248.61,234.46,110.95
51.559,72.37,108.26,266.83,229.35,99.197
59.972,134.75,116.55,129.24,218.94,125.37
53.963,80.901,125.68,156.36,231.79,125.19
60.086,92.402,113.76,126.96,211.48,116.27
63.905,80.954,122.74,211.95,221.06,109.11
52.401,79.107,129.03,179.44,220.44,113.15
59.423,78.146,131.73,322.76,226.59,90.974
53.681,86.541,132.27,167.53,240.55,126.17
60.128,75.933,117.3,290,227.49,99.793
66.427,96.569,125.65,155.79,225.74,130.87
61.594,82.866,130.04,243.92,219.91,115.08
63.617,118.85,120.38,132.18,229.12,127.9
62.504,111.11,116.35,133.92,213.76,127.11
55.073,75.992,122.53,243.03,238.95,113.3
61.421,84.801,116.72,193.89,236.13,130.4
57.749,84.51,111.33,144.2,231.07,122.61
59.633,78.742,120.16,234.97,238.69,118.39
