55.002,96.745,67.727,152.67,98.608,30.818,47.654,93.447,-2.4922,0.068207,-3.291,-0.20825,-7.5914,-0.36438,-3.3919,57.494,106.2,31.182,51.046,117.02,206.3,50.137,78.799,-116.44,0.24882
58.463,122.13,80.366,112.89,89.801,26.246,46.951,127.63,1.0988,-2.1239,-0.87226,-0.51566,-7.4525,-3.9837,-5.115,57.364,97.254,30.23,52.066,119.54,216.11,49.458,78.729,-124.5,0.23729
65.399,119.89,74.857,117.45,105.78,28.183,55.347,113.85,1.8737,5.9492,-1.3495,-1.6038,-1.344,-1.138,4.7678,63.525,107.12,29.321,50.579,116.82,202.28,53.199,75.373,-116.74,0.25049
57.461,116.37,69.298,139.52,101,24.623,44.852,113.58,-1.3434,0.61991,-0.67387,0.53105,-4.339,-4.1915,-3.3009,58.804,105.34,28.814,48.153,119.73,233.79,54.84,78.251,-125.73,0.23798
67.743,127.45,76.965,137.77,121.31,31.56,51.993,129.41,2.208,-0.23875,-2.2682,3.5387,17.001,3.7188,-0.54003,65.535,104.31,27.841,52.533,127.79,231.9,52.491,78.719,-131.92,0.23185
53.76,114.81,94.876,93.668,97.605,28.067,44.263,113.86,-0.53168,-2.525,-2.9478,0.80085,3.9028,0.26488,-1.2313,54.292,93.702,27.802,45.494,115.56,211.88,54.195,80.427,-120.68,0.2468
57.641,106.73,75.207,157.4,88.403,35.122,46.05,108.57,-3.1556,-1.7413,1.6111,0.060293,-6.3704,3.3905,-1.5916,60.797,94.773,31.732,47.641,108.47,228.94,48.368,75.518,-127.3,0.20731
55.533,89.675,65.794,190.45,89.487,26.493,64.121,88.66,-0.47874,1.883,-0.96212,0.2038,-6.467,-2.2031,9.5277,56.011,95.954,28.697,54.594,118.75,218.77,52.451,82.294,-127.48,0.22638
54.678,99.437,68.374,144.88,96.716,33.173,46.991,99.423,-1.7984,-2.3229,-0.62992,2.5712,2.5429,1.2951,-2.0521,56.476,94.174,31.878,49.043,111.02,201.95,54.465,73.32,-116.93,0.25772
57.05,76.682,69.143,226.28,101.44,31.095,52.829,75.106,-2.833,0.53317,-1.0396,-0.56434,8.135,1.7079,3.4259,59.883,93.31,29.387,49.403,112.38,232.46,50.216,81.044,-132.14,0.20245
55.631,112.28,82.913,100.01,93.771,24.799,50.708,110.33,-2.9201,-2.602,3.8473,1.2274,-14.649,-3.2283,2.3948,58.551,108.42,28.028,48.313,111.17,206.57,49.945,82.404,-114.88,0.22517
61.553,97.515,72.428,171.25,118.62,23.08,44.703,97.725,-1.9326,1.8188,0.51355,-2.1967,11.554,-6.475,-1.4742,63.485,107.06,29.555,46.178,114.34,220.97,54.158,76.356,-121.07,0.23642
62.015,129.15,103.73,103.95,98.035,24.396,49.622,133.01,-1.0775,-0.96295,-3.5523,-5.4573,6.5991,-2.6864,-2.8598,63.092,91.436,27.082,52.481,119.56,219.84,54.516,84.634,-133.57,0.21412
61.206,108.51,82.337,141.97,110.45,31.122,40.459,112.55,-1.8133,-0.31879,1.6136,-1.8328,12.118,0.51662,-5.5288,63.019,98.333,30.605,45.988,130.25,208.78,46.337,73.126,-122.11,0.27551
62.108,129.6,94.183,108.8,93.016,26.768,51.64,127.96,0.15101,1.5551,2.0026,0.60024,-4.7861,-2.0023,6.0205,61.957,97.802,28.77,45.62,123.44,230.17,45.824,76.499,-128.27,0.23279
62.709,119.93,77.174,139.43,109.65,28.77,54.432,122.08,-1.5994,-2.9416,-0.042518,0.57176,-0.29628,0.60627,-0.31009,64.309,109.95,28.164,54.742,120.85,234.04,49.37,77.478,-128.47,0.21287
60.505,125.49,82.797,130.55,102.21,32.909,50.528,127.1,-1.1535,1.6724,1.1144,-2.5665,6.649,0.21777,-3.5201,61.659,95.557,32.691,54.048,131.15,213.09,54.146,73.189,-128.03,0.2807
60.888,118.35,79.057,142.81,88.391,31.256,44.823,120.22,1.5886,-0.43683,2.1944,1.9265,-12.073,-0.59435,-7.2406,59.299,100.46,31.851,52.064,120.32,229.09,47.318,86.823,-130.97,0.21555
55.172,126.92,79.006,110.57,116.35,30,60.867,124.89,-0.43084,1.5849,-1.7037,-1.309,7.0604,-1.1188,12.356,55.603,109.29,31.119,48.511,131.32,236.51,54.679,78.422,-125.55,0.26997
62.204,127.91,85.388,118.11,119.56,28.546,50.448,126.36,0.53125,0.23045,-0.2215,0.12485,25.131,-4.1343,0.43758,61.673,94.431,32.68,50.01,121.1,219.42,54.794,73.85,-127.77,0.2584
56.335,123.57,94.353,108.3,101.05,29.699,52.707,119.94,0.25768,1.7605,-1.3041,-1.5063,-3.0138,0.90176,3.7314,56.078,104.06,28.797,48.976,117.48,236.64,50.971,73.308,-123.94,0.23394
54.336,116.46,80.581,100.8,79.206,35.39,48.668,119.39,-0.028586,-0.91497,-1.0792,1.1332,-11.015,2.4279,2.6649,54.364,90.221,32.962,46.003,112.9,200.86,50.698,75.838,-117.39,0.26282
61.373,121.6,75.577,110.89,124.26,25.449,50.975,122.98,0.26152,1.8486,0.16841,0.46141,16.395,-2.1632,-3.9009,61.111,107.87,27.612,54.876,108.13,209.23,53.445,86.639,-120.3,0.19839
55.378,84.038,71.925,171.49,101.54,31.018,43.737,85.375,1.2629,-1.3482,0.21103,-2.6059,2.2325,-0.83504,-2.4989,54.115,99.306,31.853,46.236,125.84,203.98,48.656,76.346,-116.26,0.28395
58.992,128.75,85.729,108.88,124.02,29.227,39.001,121.63,0.38556,2.9944,3.011,-3.3652,15.804,-3.4696,-10.904,58.607,108.22,32.697,49.905,118.37,234.5,46.761,82.993,-126.25,0.22075
55.631,106.2,70.758,167.5,89.75,28.969,42.629,105.12,-0.71616,1.7175,1.4528,2.6898,-8.5206,-0.51389,-7.1207,56.347,98.271,29.483,49.749,121.51,228.96,51.806,78.767,-127.55,0.23915
58.207,119.94,74.736,141.05,73.718,33.372,48.318,122.81,1.1541,-0.063072,-0.3756,-4.8624,-27.265,0.83466,-4.5884,57.053,100.98,32.537,52.907,125.87,234.84,52.004,84.6,-132.76,0.23758
59.01,117.48,109.28,94.364,113.05,34.166,42.067,116.89,1.2695,0.45939,5.697,-0.66014,9.9584,3.9367,-7.7059,57.741,103.09,30.229,49.773,125.8,204.31,51.73,85.752,-120.16,0.26147
57.648,128.34,80.993,116.99,115.58,34.779,46.183,125.98,2.788,-0.62855,-1.1278,1.2277,17.496,2.4706,-6.9503,54.86,98.081,32.308,53.133,118.7,230.32,48.784,81.233,-129.18,0.22574
62.274,99.393,73.337,170.81,103.98,30.585,59.152,95.112,0.023916,3.2184,-2.1979,0.14078,8.9769,0.12018,9.2917,62.25,95.007,30.465,49.86,118.95,208.78,48.458,82.79,-125.5,0.23154
54.855,119.97,74.388,115.23,102.38,33.697,49.255,120.23,-0.24807,-0.46426,-0.24043,-2.2252,7.2839,5.5942,-2.5433,55.103,95.097,28.103,51.798,119.32,213.15,46.648,78.048,-122.71,0.23182
64.105,119.32,82.453,158.18,99.775,33.613,50.5,116.49,-1.8714,4.1943,4.0994,-3.9752,-6.1779,3.0264,-3.6801,65.976,105.95,30.587,54.18,118.71,235.48,49.374,77.931,-131.47,0.20893
62.287,123.78,77.07,119.99,116.38,38.296,54.457,120.28,2.6767,0.97325,1.0345,0.38394,18.632,5.7348,4.5428,59.61,97.752,32.561,49.914,108.79,222.01,50.818,81.612,-125.88,0.21051
62.481,134.09,75.333,142.27,80.853,30.903,57.752,130.92,-1.0609,4.3609,0.25003,-1.1296,-9.4164,2.1278,6.7979,63.542,90.269,28.775,50.954,110.11,240.87,51.668,79.656,-138.64,0.18179
61.93,127.74,79.243,119.17,113.94,32.618,54.861,125.72,-1.1377,0.92442,0.92495,-3.1628,10.424,1.5043,6.3673,63.068,103.52,31.114,48.493,109.69,238.27,50.272,78.903,-128.88,0.19905
58.068,109.61,73.411,138.65,106.94,24.57,49.308,108.79,-0.23867,-3.2596,3.1922,-2.1976,0.8072,-2.6268,-1.3958,58.307,106.13,27.196,50.704,124.97,225.7,50.273,84.171,-125.61,0.23045
60.092,122.02,81.413,119.92,115.52,29.582,53.175,116.88,1.8766,1.8942,3.3527,0.47594,16.481,-2.613,-1.2899,58.215,99.034,32.195,54.465,113.6,211.02,45.178,83.817,-123.38,0.21241
58.289,122.64,78.006,116.49,100.01,34.864,48.613,123.38,-0.3021,0.75577,-2.2574,-0.6673,-0.31395,4.9561,-3.553,58.591,100.32,29.908,52.166,125.7,212.83,45.902,82.506,-124.28,0.23894
62.215,110.84,78.465,142.04,93.398,33.62,54.548,104.69,-2.3493,3.9241,1.6062,0.39261,-12.197,6.3181,3.1404,64.564,105.59,27.302,51.408,128.44,201.25,47.63,76.393,-119.39,0.25678
58.615,116.16,115.68,96.275,96.166,31.515,45.434,117.65,-2.7143,-1.7957,3.664,0.13489,0.12357,1.9112,-2.7192,61.33,96.043,29.604,48.153,125.71,200.67,50.487,84.305,-122.7,0.25963
55.446,113.71,94.714,94.729,106.51,32.992,52.223,111.63,0.9895,0.2712,0.43698,-1.7885,-1.4121,1.8132,0.88001,54.457,107.93,31.179,51.343,127.78,200.15,45.049,81.797,-114.41,0.26451
60.54,108.9,89.658,98.922,109.95,27.489,46.428,110.64,4.0259,-0.5854,-0.037099,2.23,0.18323,-4.1908,-3.4457,56.514,109.77,31.68,49.873,110.97,199.77,48.424,78.34,-110.81,0.24373
59.287,119.44,96.402,101.37,101.8,31.267,49.372,121,-3.2872,0.97342,2.7455,1.0223,-1.2906,0.16112,-0.61981,62.574,103.09,31.106,49.992,116.17,201.6,53.714,83.487,-119.6,0.24429
61.776,118.47,73.646,130.81,97.746,25.071,46.192,121.1,0.33762,-1.6373,-1.1311,0.76661,-4.6203,-2.5563,-7.2667,61.438,102.37,27.628,53.459,122.29,217.82,51.262,77.406,-124.93,0.2341
58.229,123.19,85.166,97.022,119.59,35.033,50.601,122.4,-1.3907,-0.45068,-2.1887,-0.78247,13.95,2.8827,4.0574,59.62,105.64,32.15,46.544,114.02,224.7,53.098,86.549,-123.93,0.22854
54.304,122.24,89.127,106.79,86.643,26.383,49.578,122.4,-2.3594,1.4298,0.93185,2.5179,-7.9927,-6.2106,1.5232,56.664,94.636,32.594,48.055,111.47,214.81,45.751,76.076,-121.24,0.22895
63.364,102.7,68.555,139.36,95.094,26.693,50.968,103.7,-0.86082,-0.014025,-4.5046,4.1318,-14.47,-2.4903,2.41,64.225,109.56,29.184,48.558,112.45,198.41,52.713,78.959,-114.49,0.23938
54.512,133.53,96.531,101.19,67.304,25.743,41.103,137.35,-1.6443,0.7887,-0.4019,-1.4293,-22.781,-4.7701,-7.5088,56.156,90.085,30.513,48.612,109.09,236.92,48.225,86.621,-134.97,0.18935
65.083,84.779,76.567,207.59,103.37,28.448,54.704,81.573,-0.40379,1.0165,1.1056,2.979,-0.15783,0.36188,7.41,65.487,103.52,28.087,47.294,127.31,213.83,50.64,74.978,-123.21,0.259
57.178,91.746,67.849,167.1,92.913,24.124,45.427,89.587,0.66677,1.2497,-0.18048,-4.0516,2.7652,-3.4672,-1.8691,56.511,90.148,27.591,47.296,128.03,200.93,52.303,82.967,-123.25,0.26858
60.837,123.28,91.278,100.02,105.68,34.533,53.93,124.26,1.5267,2.0112,-0.38087,-2.0557,8.5058,1.8791,7.1007,59.31,97.171,32.654,46.829,116.01,213.65,45.65,78.119,-121.77,0.2372
59.292,103.55,77.126,187.11,100.33,28.341,48.733,104.79,0.23136,-1.4638,0.74075,-0.44529,9.2192,-2.0092,0.48069,59.061,91.116,30.35,48.252,131.32,239.77,48.343,80.903,-138.51,0.23969
64.414,129.08,92.525,107.75,93.553,29.44,44.65,129.93,0.27097,0.28173,0.27493,-1.8213,-10.652,-2.8693,-4.1074,64.143,104.21,32.31,48.757,123.59,226.99,51.047,82.167,-128.88,0.23966
62.808,124.65,85.435,124.95,101.47,33.362,53.364,123.33,0.60276,-0.091792,1.9384,0.76004,-3.0629,1.3405,4.2148,62.205,104.53,32.022,49.15,129.67,227.11,51.455,73.012,-126.29,0.26918
62.786,100.82,73.269,194.2,83.031,30.305,50.698,103.68,-0.012344,-1.389,-1.9069,4.394,-7.0988,-0.0066633,2.8404,62.798,90.13,30.312,47.857,126.99,231.22,54.669,86.108,-138.74,0.23752
