55.002,96.745,113.73,206.09,0.84612,93.447,-2.4922,0.068207,-3.291,-0.20825,-0.0071482,57.494,106.2,31.182,51.046,117.02,206.3,50.137,78.799,-116.44,0.24882
58.463,122.13,118.67,215.6,0.2958,127.63,1.0988,-2.1239,-0.87226,-0.51566,-0.007663,57.364,97.254,30.23,52.066,119.54,216.11,49.458,78.729,-124.5,0.23729
65.399,119.89,115.47,200.67,0.52291,113.85,1.8737,5.9492,-1.3495,-1.6038,-0.0012546,63.525,107.12,29.321,50.579,116.82,202.28,53.199,75.373,-116.74,0.25049
57.461,116.37,119.05,234.32,0.68304,113.58,-1.3434,0.61991,-0.67387,0.53105,-0.0041191,58.804,105.34,28.814,48.153,119.73,233.79,54.84,78.251,-125.73,0.23798
67.743,127.45,125.52,235.44,0.54647,129.41,2.208,-0.23875,-2.2682,3.5387,0.016298,65.535,104.31,27.841,52.533,127.79,231.9,52.491,78.719,-131.92,0.23185
53.76,114.81,112.61,212.68,0.064938,113.86,-0.53168,-2.525,-2.9478,0.80085,0.0041651,54.292,93.702,27.802,45.494,115.56,211.88,54.195,80.427,-120.68,0.2468
57.641,106.73,110.08,229,0.78682,108.57,-3.1556,-1.7413,1.6111,0.060293,-0.0067217,60.797,94.773,31.732,47.641,108.47,228.94,48.368,75.518,-127.3,0.20731
55.533,89.675,117.79,218.98,0.93064,88.66,-0.47874,1.883,-0.96212,0.2038,-0.0067397,56.011,95.954,28.697,54.594,118.75,218.77,52.451,82.294,-127.48,0.22638
54.678,99.437,110.39,204.53,0.7977,99.423,-1.7984,-2.3229,-0.62992,2.5712,0.0027003,56.476,94.174,31.878,49.043,111.02,201.95,54.465,73.32,-116.93,0.25772
57.05,76.682,111.34,231.9,0.99977,75.106,-2.833,0.53317,-1.0396,-0.56434,0.0087183,59.883,93.31,29.387,49.403,112.38,232.46,50.216,81.044,-132.14,0.20245
55.631,112.28,115.02,207.8,0.21017,110.33,-2.9201,-2.602,3.8473,1.2274,-0.013512,58.551,108.42,28.028,48.313,111.17,206.57,49.945,82.404,-114.88,0.22517
61.553,97.515,114.86,218.77,0.91317,97.725,-1.9326,1.8188,0.51355,-2.1967,0.010792,63.485,107.06,29.555,46.178,114.34,220.97,54.158,76.356,-121.07,0.23642
62.015,129.15,116.01,214.38,0.048324,133.01,-1.0775,-0.96295,-3.5523,-5.4573,0.0072171,63.092,91.436,27.082,52.481,119.56,219.84,54.516,84.634,-133.57,0.21412
61.206,108.51,131.87,206.95,0.80247,112.55,-1.8133,-0.31879,1.6136,-1.8328,0.012324,63.019,98.333,30.605,45.988,130.25,208.78,46.337,73.126,-122.11,0.27551
62.108,129.6,125.44,230.77,0.17043,127.96,0.15101,1.5551,2.0026,0.60024,-0.0048936,61.957,97.802,28.77,45.62,123.44,230.17,45.824,76.499,-128.27,0.23279
62.709,119.93,120.81,234.61,0.56809,122.08,-1.5994,-2.9416,-0.042518,0.57176,-0.00026947,64.309,109.95,28.164,54.742,120.85,234.04,49.37,77.478,-128.47,0.21287
60.505,125.49,132.27,210.52,0.5752,127.1,-1.1535,1.6724,1.1144,-2.5665,0.0069582,61.659,95.557,32.691,54.048,131.15,213.09,54.146,73.189,-128.03,0.2807
60.888,118.35,122.51,231.02,0.67404,120.22,1.5886,-0.43683,2.1944,1.9265,-0.012018,59.299,100.46,31.851,52.064,120.32,229.09,47.318,86.823,-130.97,0.21555
55.172,126.92,129.61,235.2,0.33988,124.89,-0.43084,1.5849,-1.7037,-1.309,0.0064602,55.603,109.29,31.119,48.511,131.32,236.51,54.679,78.422,-125.55,0.26997
62.204,127.91,120.88,219.55,0.32596,126.36,0.53125,0.23045,-0.2215,0.12485,0.026613,61.673,94.431,32.68,50.01,121.1,219.42,54.794,73.85,-127.77,0.2584
56.335,123.57,116.17,235.13,0.076222,119.94,0.25768,1.7605,-1.3041,-1.5063,-0.0028962,56.078,104.06,28.797,48.976,117.48,236.64,50.971,73.308,-123.94,0.23394
54.336,116.46,111.83,202,0.24029,119.39,-0.028586,-0.91497,-1.0792,1.1332,-0.012209,54.364,90.221,32.962,46.003,112.9,200.86,50.698,75.838,-117.39,0.26282
61.373,121.6,108.3,209.69,0.31973,122.98,0.26152,1.8486,0.16841,0.46141,0.015198,61.111,107.87,27.612,54.876,108.13,209.23,53.445,86.639,-120.3,0.19839
55.378,84.038,126.05,201.37,0.94271,85.375,1.2629,-1.3482,0.21103,-2.6059,0.0022481,54.115,99.306,31.853,46.236,125.84,203.98,48.656,76.346,-116.26,0.28395
58.992,128.75,121.38,231.13,0.33128,121.63,0.38556,2.9944,3.011,-3.3652,0.014604,58.607,108.22,32.697,49.905,118.37,234.5,46.761,82.993,-126.25,0.22075
55.631,106.2,122.97,231.65,0.829,105.12,-0.71616,1.7175,1.4528,2.6898,-0.0086705,56.347,98.271,29.483,49.749,121.51,228.96,51.806,78.767,-127.55,0.23915
58.207,119.94,125.5,229.98,0.67323,122.81,1.1541,-0.063072,-0.3756,-4.8624,-0.026999,57.053,100.98,32.537,52.907,125.87,234.84,52.004,84.6,-132.76,0.23758
59.01,117.48,131.5,203.65,0.083766,116.89,1.2695,0.45939,5.697,-0.66014,0.0096597,57.741,103.09,30.229,49.773,125.8,204.31,51.73,85.752,-120.16,0.26147
57.648,128.34,117.57,231.55,0.30028,125.98,2.788,-0.62855,-1.1278,1.2277,0.017838,54.86,98.081,32.308,53.133,118.7,230.32,48.784,81.233,-129.18,0.22574
62.274,99.393,116.75,208.92,0.91375,95.112,0.023916,3.2184,-2.1979,0.14078,0.0094487,62.25,95.007,30.465,49.86,118.95,208.78,48.458,82.79,-125.5,0.23154
54.855,119.97,119.08,210.92,0.44945,120.23,-0.24807,-0.46426,-0.24043,-2.2252,0.0076594,55.103,95.097,28.103,51.798,119.32,213.15,46.648,78.048,-122.71,0.23182
