55.002,96.745,113.73,206.09,0.84612,0.24882
58.463,122.13,118.67,215.6,0.2958,0.23729
65.399,119.89,115.47,200.67,0.52291,0.25049
57.461,116.37,119.05,234.32,0.68304,0.23798
67.743,127.45,125.52,235.44,0.54647,0.23185
53.76,114.81,112.61,212.68,0.064938,0.2468
57.641,106.73,110.08,229,0.78682,0.20731
55.533,89.675,117.79,218.98,0.93064,0.22638
54.678,99.437,110.39,204.53,0.7977,0.25772
57.05,76.682,111.34,231.9,0.99977,0.20245
55.631,112.28,115.02,207.8,0.21017,0.22517
61.553,97.515,114.86,218.77,0.91317,0.23642
62.015,129.15,116.01,214.38,0.048324,0.21412
61.206,108.51,131.87,206.95,0.80247,0.27551
62.108,129.6,125.44,230.77,0.17043,0.23279
62.709,119.93,120.81,234.61,0.56809,0.21287
60.505,125.49,132.27,210.52,0.5752,0.2807
60.888,118.35,122.51,231.02,0.67404,0.21555
55.172,126.92,129.61,235.2,0.33988,0.26997
62.204,127.91,120.88,219.55,0.32596,0.2584
56.335,123.57,116.17,235.13,0.076222,0.23394
54.336,116.46,111.83,202,0.24029,0.26282
61.373,121.6,108.3,209.69,0.31973,0.19839
55.378,84.038,126.05,201.37,0.94271,0.28395
58.992,128.75,121.38,231.13,0.33128,0.22075
55.631,106.2,122.97,231.65,0.829,0.23915
58.207,119.94,125.5,229.98,0.67323,0.23758
59.01,117.48,131.5,203.65,0.083766,0.26147
57.648,128.34,117.57,231.55,0.30028,0.22574
62.274,99.393,116.75,208.92,0.91375,0.23154
54.855,119.97,119.08,210.92,0.44945,0.23182
64.105,119.32,122.81,231.51,0.76514,0.20893
62.287,123.78,109.82,222.39,0.48069,0.21051
62.481,134.09,110.36,239.74,0.57429,0.18179
61.93,127.74,110.62,235.11,0.41935,0.19905
58.068,109.61,128.16,223.5,0.72633,0.23045
60.092,122.02,116.95,211.5,0.48668,0.21241
58.289,122.64,123.45,212.16,0.45784,0.23894
62.215,110.84,130.04,201.64,0.77119,0.25678
58.615,116.16,129.37,200.81,0.042782,0.25963
