55.002,117.09,203.01,70.81,151.45,0.24882,-2.4922,0.068207,-3.291,-0.20825,-1.4296,57.494,106.2,31.182,51.046,117.02,206.3,50.137,78.799,-116.44,0.24882
58.463,117.41,215.24,80.723,111.87,0.23729,1.0988,-2.1239,-0.87226,-0.51566,-1.5326,57.364,97.254,30.23,52.066,119.54,216.11,49.458,78.729,-124.5,0.23729
65.399,122.77,200.93,74.603,118.8,0.25049,1.8737,5.9492,-1.3495,-1.6038,-0.25093,63.525,107.12,29.321,50.579,116.82,202.28,53.199,75.373,-116.74,0.25049
57.461,120.35,233.11,70.503,138.17,0.23798,-1.3434,0.61991,-0.67387,0.53105,-0.82383,58.804,105.34,28.814,48.153,119.73,233.79,54.84,78.251,-125.73,0.23798
67.743,127.55,229.63,82.772,137.49,0.23185,2.208,-0.23875,-2.2682,3.5387,3.2597,65.535,104.31,27.841,52.533,127.79,231.9,52.491,78.719,-131.92,0.23185
53.76,113.04,208.93,98.625,93.7,0.2468,-0.53168,-2.525,-2.9478,0.80085,0.83302,54.292,93.702,27.802,45.494,115.56,211.88,54.195,80.427,-120.68,0.2468
57.641,106.73,230.55,73.656,155.99,0.20731,-3.1556,-1.7413,1.6111,0.060293,-1.3443,60.797,94.773,31.732,47.641,108.47,228.94,48.368,75.518,-127.3,0.20731
55.533,120.64,217.81,66.96,188.9,0.22638,-0.47874,1.883,-0.96212,0.2038,-1.3479,56.011,95.954,28.697,54.594,118.75,218.77,52.451,82.294,-127.48,0.22638
54.678,108.69,201.32,71.575,142.85,0.25772,-1.7984,-2.3229,-0.62992,2.5712,0.54006,56.476,94.174,31.878,49.043,111.02,201.95,54.465,73.32,-116.93,0.25772
57.05,112.91,231.42,69.619,228.59,0.20245,-2.833,0.53317,-1.0396,-0.56434,1.7437,59.883,93.31,29.387,49.403,112.38,232.46,50.216,81.044,-132.14,0.20245
55.631,108.57,210.42,80.293,96.084,0.22517,-2.9201,-2.602,3.8473,1.2274,-2.7024,58.551,108.42,28.028,48.313,111.17,206.57,49.945,82.404,-114.88,0.22517
61.553,116.16,221.48,69.718,175.6,0.23642,-1.9326,1.8188,0.51355,-2.1967,2.1584,63.485,107.06,29.555,46.178,114.34,220.97,54.158,76.356,-121.07,0.23642
62.015,118.59,216.28,101.82,110.85,0.21412,-1.0775,-0.96295,-3.5523,-5.4573,1.4434,63.092,91.436,27.082,52.481,119.56,219.84,54.516,84.634,-133.57,0.21412
61.206,129.93,210.4,78.891,146.27,0.27551,-1.8133,-0.31879,1.6136,-1.8328,2.4647,63.019,98.333,30.605,45.988,130.25,208.78,46.337,73.126,-122.11,0.27551
62.108,125,232.17,92.781,107.22,0.23279,0.15101,1.5551,2.0026,0.60024,-0.97873,61.957,97.802,28.77,45.62,123.44,230.17,45.824,76.499,-128.27,0.23279
62.709,117.91,234,77.789,138.81,0.21287,-1.5994,-2.9416,-0.042518,0.57176,-0.053894,64.309,109.95,28.164,54.742,120.85,234.04,49.37,77.478,-128.47,0.21287
60.505,132.82,214.2,79.116,134.51,0.2807,-1.1535,1.6724,1.1144,-2.5665,1.3916,61.659,95.557,32.691,54.048,131.15,213.09,54.146,73.189,-128.03,0.2807
60.888,119.88,231.28,78.789,138.48,0.21555,1.5886,-0.43683,2.1944,1.9265,-2.4035,59.299,100.46,31.851,52.064,120.32,229.09,47.318,86.823,-130.97,0.21555
55.172,132.9,234.8,79.4,113.17,0.26997,-0.43084,1.5849,-1.7037,-1.309,1.292,55.603,109.29,31.119,48.511,131.32,236.51,54.679,78.422,-125.55,0.26997
62.204,121.33,219.2,85.735,123.31,0.2584,0.53125,0.23045,-0.2215,0.12485,5.3225,61.673,94.431,32.68,50.01,121.1,219.42,54.794,73.85,-127.77,0.2584
56.335,119.24,235.34,94.151,109.23,0.23394,0.25768,1.7605,-1.3041,-1.5063,-0.57923,56.078,104.06,28.797,48.976,117.48,236.64,50.971,73.308,-123.94,0.23394
54.336,111.99,199.79,82.793,97.225,0.26282,-0.028586,-0.91497,-1.0792,1.1332,-2.4417,54.364,90.221,32.962,46.003,112.9,200.86,50.698,75.838,-117.39,0.26282
61.373,109.98,209.4,75.87,113.47,0.19839,0.26152,1.8486,0.16841,0.46141,3.0397,61.111,107.87,27.612,54.876,108.13,209.23,53.445,86.639,-120.3,0.19839
55.378,124.49,204.19,69.108,174.55,0.28395,1.2629,-1.3482,0.21103,-2.6059,0.44962,54.115,99.306,31.853,46.236,125.84,203.98,48.656,76.346,-116.26,0.28395
58.992,121.36,237.51,79.352,115.17,0.22075,0.38556,2.9944,3.011,-3.3652,2.9208,58.607,108.22,32.697,49.905,118.37,234.5,46.761,82.993,-126.25,0.22075
55.631,123.23,230.41,71.995,163.08,0.23915,-0.71616,1.7175,1.4528,2.6898,-1.7341,56.347,98.271,29.483,49.749,121.51,228.96,51.806,78.767,-127.55,0.23915
58.207,125.81,234.46,70.249,140.51,0.23758,1.1541,-0.063072,-0.3756,-4.8624,-5.3999,57.053,100.98,32.537,52.907,125.87,234.84,52.004,84.6,-132.76,0.23758
