55.002,96.745,67.727,152.67,98.608,30.818,47.654,0.24882
58.463,122.13,80.366,112.89,89.801,26.246,46.951,0.23729
65.399,119.89,74.857,117.45,105.78,28.183,55.347,0.25049
57.461,116.37,69.298,139.52,101,24.623,44.852,0.23798
67.743,127.45,76.965,137.77,121.31,31.56,51.993,0.23185
53.76,114.81,94.876,93.668,97.605,28.067,44.263,0.2468
57.641,106.73,75.207,157.4,88.403,35.122,46.05,0.20731
55.533,89.675,65.794,190.45,89.487,26.493,64.121,0.22638
54.678,99.437,68.374,144.88,96.716,33.173,46.991,0.25772
57.05,76.682,69.143,226.28,101.44,31.095,52.829,0.20245
55.631,112.28,82.913,100.01,93.771,24.799,50.708,0.22517
61.553,97.515,72.428,171.25,118.62,23.08,44.703,0.23642
62.015,129.15,103.73,103.95,98.035,24.396,49.622,0.21412
61.206,108.51,82.337,141.97,110.45,31.122,40.459,0.27551
62.108,129.6,94.183,108.8,93.016,26.768,51.64,0.23279
62.709,119.93,77.174,139.43,109.65,28.77,54.432,0.21287
60.505,125.49,82.797,130.55,102.21,32.909,50.528,0.2807
60.888,118.35,79.057,142.81,88.391,31.256,44.823,0.21555
55.172,126.92,79.006,110.57,116.35,30,60.867,0.26997
62.204,127.91,85.388,118.11,119.56,28.546,50.448,0.2584
56.335,123.57,94.353,108.3,101.05,29.699,52.707,0.23394
54.336,116.46,80.581,100.8,79.206,35.39,48.668,0.26282
61.373,121.6,75.577,110.89,124.26,25.449,50.975,0.19839
55.378,84.038,71.925,171.49,101.54,31.018,43.737,0.28395
58.992,128.75,85.729,108.88,124.02,29.227,39.001,0.22075
55.631,106.2,70.758,167.5,89.75,28.969,42.629,0.23915
58.207,119.94,74.736,141.05,73.718,33.372,48.318,0.23758
59.01,117.48,109.28,94.364,113.05,34.166,42.067,0.26147
57.648,128.34,80.993,116.99,115.58,34.779,46.183,0.22574
62.274,99.393,73.337,170.81,103.98,30.585,59.152,0.23154
54.855,119.97,74.388,115.23,102.38,33.697,49.255,0.23182
64.105,119.32,82.453,158.18,99.775,33.613,50.5,0.20893
62.287,123.78,77.07,119.99,116.38,38.296,54.457,0.21051
62.481,134.09,75.333,142.27,80.853,30.903,57.752,0.18179
61.93,127.74,79.243,119.17,113.94,32.618,54.861,0.19905
58.068,109.61,73.411,138.65,106.94,24.57,49.308,0.23045
60.092,122.02,81.413,119.92,115.52,29.582,53.175,0.21241
58.289,122.64,78.006,116.49,100.01,34.864,48.613,0.23894
62.215,110.84,78.465,142.04,93.398,33.62,54.548,0.25678
58.615,116.16,115.68,96.275,96.166,31.515,45.434,0.25963
55.446,113.71,94.714,94.729,106.51,32.992,52.223,0.26451
60.54,108.9,89.658,98.922,109.95,27.489,46.428,0.24373
59.287,119.44,96.402,101.37,101.8,31.267,49.372,0.24429
61.776,118.47,73.646,130.81,97.746,25.071,46.192,0.2341
58.229,123.19,85.166,97.022,119.59,35.033,50.601,0.22854
54.304,122.24,89.127,106.79,86.643,26.383,49.578,0.22895
63.364,102.7,68.555,139.36,95.094,26.693,50.968,0.23938
54.512,133.53,96.531,101.19,67.304,25.743,41.103,0.18935
65.083,84.779,76.567,207.59,103.37,28.448,54.704,0.259
57.178,91.746,67.849,167.1,92.913,24.124,45.427,0.26858
60.837,123.28,91.278,100.02,105.68,34.533,53.93,0.2372
59.292,103.55,77.126,187.11,100.33,28.341,48.733,0.23969
64.414,129.08,92.525,107.75,93.553,29.44,44.65,0.23966
62.808,124.65,85.435,124.95,101.47,33.362,53.364,0.26918
62.786,100.82,73.269,194.2,83.031,30.305,50.698,0.23752
61.688,110.89,76.142,152.8,93.65,22.394,41.874,0.24206
59.764,122.13,78.829,116.45,112.75,35.18,55.56,0.23349
60.526,128.52,86.292,114.96,98.087,29.131,44.462,0.23099
60.26,117.32,77.264,116.86,89.721,32.087,41.005,0.24811
55.8,122.13,75.167,126.29,100.68,34.909,44.328,0.20039
55.536,94.948,72.668,192.08,92.193,34.376,47.877,0.20741
58.383,120.54,79.406,102.23,97.972,32.49,43.348,0.26087
60.364,102.08,73.217,172.26,104.52,26.469,44.71,0.24347
61.499,117.61,79.716,110.48,113.68,38.731,43.041,0.27123
65.656,125.53,91.862,103.66,87.987,34.091,49.466,0.20492
61.855,110.46,112.47,99.651,94.064,28.362,45.032,0.23907
60.508,93.293,72.765,169.41,109.63,33.818,56.6,0.24626
58.999,103.66,82.959,156.37,111.56,31.261,41.322,0.24644
56.637,126.83,82.307,128.84,89.038,32.613,45.255,0.25043
56.317,122.97,88.099,109.03,99.632,29.326,51.626,0.21908
59.899,117.04,107.56,92.571,116.9,30.659,45.615,0.27104
56.595,110.55,70.981,134.55,101.02,33.876,53.299,0.26055
58.895,111,74.994,133.86,99.692,32.496,41.406,0.2392
57.322,120.85,86.517,105.74,93.16,28.943,54.431,0.20577
63.167,123.28,99.491,111.93,98.899,32.277,47.902,0.23276
62.201,102.6,73.203,137.57,107.5,29.652,47.084,0.24371
61.484,102.64,74.216,160.23,89.451,26.428,49.549,0.20783
62.572,124.3,108.37,111.01,106.26,34.52,51.298,0.20821
61.402,126.16,80.571,143.13,109.56,24.5,45.863,0.21296
54.442,67.222,64.308,205.82,100.23,26.092,56.036,0.21212
52.891,76.793,66.338,185.19,111.99,31.293,59.048,0.22386
55.946,119.55,95.706,97.436,115.09,34.25,49.962,0.21509
54.337,97.678,73.941,190.08,92.176,27.805,44.425,0.23946
