55.002,96.745,67.727,152.67,98.608,30.818,47.654,-201.56
58.463,122.13,80.366,112.89,89.801,26.246,46.951,-14.504
65.399,119.89,74.857,117.45,105.78,28.183,55.347,-40.713
57.461,116.37,69.298,139.52,101,24.623,44.852,-103.2
67.743,127.45,76.965,137.77,121.31,31.56,51.993,-56.289
53.76,114.81,94.876,93.668,97.605,28.067,44.263,98.39
57.641,106.73,75.207,157.4,88.403,35.122,46.05,-176.22
55.533,89.675,65.794,190.45,89.487,26.493,64.121,-408.25
54.678,99.437,68.374,144.88,96.716,33.173,46.991,-151.94
57.05,76.682,69.143,226.28,101.44,31.095,52.829,-637.9
55.631,112.28,82.913,100.01,93.771,24.799,50.708,0.30306
61.553,97.515,72.428,171.25,118.62,23.08,44.703,-276.61
62.015,129.15,103.73,103.95,98.035,24.396,49.622,110.7
61.206,108.51,82.337,141.97,110.45,31.122,40.459,-138.21
62.108,129.6,94.183,108.8,93.016,26.768,51.64,16.457
62.709,119.93,77.174,139.43,109.65,28.77,54.432,-64.174
60.505,125.49,82.797,130.55,102.21,32.909,50.528,-59.721
60.888,118.35,79.057,142.81,88.391,31.256,44.823,-118.24
55.172,126.92,79.006,110.57,116.35,30,60.867,-13.403
62.204,127.91,85.388,118.11,119.56,28.546,50.448,-8.9382
56.335,123.57,94.353,108.3,101.05,29.699,52.707,71.601
54.336,116.46,80.581,100.8,79.206,35.39,48.668,2.3861
61.373,121.6,75.577,110.89,124.26,25.449,50.975,-19.176
55.378,84.038,71.925,171.49,101.54,31.018,43.737,-359.55
58.992,128.75,85.729,108.88,124.02,29.227,39.001,-19.341
55.631,106.2,70.758,167.5,89.75,28.969,42.629,-226.48
58.207,119.94,74.736,141.05,73.718,33.372,48.318,-127.94
59.01,117.48,109.28,94.364,113.05,34.166,42.067,91.443
57.648,128.34,80.993,116.99,115.58,34.779,46.183,-14.134
62.274,99.393,73.337,170.81,103.98,30.585,59.152,-294.02
54.855,119.97,74.388,115.23,102.38,33.697,49.255,-41.253
64.105,119.32,82.453,158.18,99.775,33.613,50.5,-153.81
62.287,123.78,77.07,119.99,116.38,38.296,54.457,-46.734
62.481,134.09,75.333,142.27,80.853,30.903,57.752,-91.159
61.93,127.74,79.243,119.17,113.94,32.618,54.861,-36.867
58.068,109.61,73.411,138.65,106.94,24.57,49.308,-124.73
60.092,122.02,81.413,119.92,115.52,29.582,53.175,-48.191
58.289,122.64,78.006,116.49,100.01,34.864,48.613,-41.629
62.215,110.84,78.465,142.04,93.398,33.62,54.548,-125.95
58.615,116.16,115.68,96.275,96.166,31.515,45.434,130.72
55.446,113.71,94.714,94.729,106.51,32.992,52.223,37.986
60.54,108.9,89.658,98.922,109.95,27.489,46.428,46.659
59.287,119.44,96.402,101.37,101.8,31.267,49.372,41.89
61.776,118.47,73.646,130.81,97.746,25.071,46.192,-60.142
58.229,123.19,85.166,97.022,119.59,35.033,50.601,18.653
54.304,122.24,89.127,106.79,86.643,26.383,49.578,23.961
63.364,102.7,68.555,139.36,95.094,26.693,50.968,-117.35
54.512,133.53,96.531,101.19,67.304,25.743,41.103,83.544
65.083,84.779,76.567,207.59,103.37,28.448,54.704,-509.65
57.178,91.746,67.849,167.1,92.913,24.124,45.427,-345.45
60.837,123.28,91.278,100.02,105.68,34.533,53.93,25.838
59.292,103.55,77.126,187.11,100.33,28.341,48.733,-331.53
64.414,129.08,92.525,107.75,93.553,29.44,44.65,9.3863
62.808,124.65,85.435,124.95,101.47,33.362,53.364,-32.806
62.786,100.82,73.269,194.2,83.031,30.305,50.698,-363.62
61.688,110.89,76.142,152.8,93.65,22.394,41.874,-150.43
59.764,122.13,78.829,116.45,112.75,35.18,55.56,-21.239
60.526,128.52,86.292,114.96,98.087,29.131,44.462,-22.739
60.26,117.32,77.264,116.86,89.721,32.087,41.005,-75.97
55.8,122.13,75.167,126.29,100.68,34.909,44.328,-69.257
55.536,94.948,72.668,192.08,92.193,34.376,47.877,-373.36
58.383,120.54,79.406,102.23,97.972,32.49,43.348,-9.5593
60.364,102.08,73.217,172.26,104.52,26.469,44.71,-273.6
61.499,117.61,79.716,110.48,113.68,38.731,43.041,-17.079
65.656,125.53,91.862,103.66,87.987,34.091,49.466,18.181
61.855,110.46,112.47,99.651,94.064,28.362,45.032,137.42
60.508,93.293,72.765,169.41,109.63,33.818,56.6,-281.82
58.999,103.66,82.959,156.37,111.56,31.261,41.322,-203.41
56.637,126.83,82.307,128.84,89.038,32.613,45.255,-79.505
56.317,122.97,88.099,109.03,99.632,29.326,51.626,25.996
59.899,117.04,107.56,92.571,116.9,30.659,45.615,107.22
56.595,110.55,70.981,134.55,101.02,33.876,53.299,-100.71
58.895,111,74.994,133.86,99.692,32.496,41.406,-100.47
57.322,120.85,86.517,105.74,93.16,28.943,54.431,38.191
63.167,123.28,99.491,111.93,98.899,32.277,47.902,67.489
62.201,102.6,73.203,137.57,107.5,29.652,47.084,-125.81
61.484,102.64,74.216,160.23,89.451,26.428,49.549,-226.71
62.572,124.3,108.37,111.01,106.26,34.52,51.298,119.17
61.402,126.16,80.571,143.13,109.56,24.5,45.863,-111.21
54.442,67.222,64.308,205.82,100.23,26.092,56.036,-591.1
52.891,76.793,66.338,185.19,111.99,31.293,59.048,-439.12
